appid,name,total_reviews,positive_reviews_percent,developer,publisher,metacritic_score,is_free,genre1,genre2,genre3,price,peak
1028800,Survival Camp,214,0.46728972,Skeleton Star Game,Skeleton Star Game,50,0,1,25,4,5895,15
1028860,Star Chef: Cooking & Restaurant Game,313,0.559105431,99Games Online Pvt. Ltd.,99Games Online Pvt. Ltd.,50,1,4,37,23,0,175
1028930,It Moves,278,0.881294964,SnowOwl,Kodama Games,50,1,37,23,-1,0,23
1029100,Worse Than Death,52,0.846153846,BancyCo,BancyCo,50,0,1,25,23,3695,5
1028420,To the Moon & Finding Paradise - Comics Pack,76,1,Freebird Games,Freebird Games,50,0,25,23,3,725,0
1028430,Jurassic World Evolution: Claire's Sanctuary,385,0.488311688,Frontier Developments,Frontier Developments,50,0,28,2,-1,5799,0
1028440,Arrow Tourney,122,0.704918033,Salamandra88,7DOTS,50,0,25,4,23,725,8
1028470,Dis The Game,1561,0.598334401,Leaf,DisStream,50,1,37,-1,-1,0,893
1028530,[Comic Series+] Stories from Finding Paradise & To the Moon,94,1,Freebird Games,Freebird Games,50,0,25,23,3,725,0
1028570,Lofi Ping Pong,987,0.867274569,Calvares,Kalvarez A. Party,50,0,23,-1,-1,1850,33
1028590,The WILDS,92,0.847826087,Gluten Free Games,Gluten Free Games,50,0,1,25,3,3695,7
1028630,Cricket 19,2990,0.910702341,Big Ant Studios,Big Ant Studios,50,0,18,-1,-1,11095,632
1028730,Creo God Simulator,81,0.765432099,MKSM Design LLC,MKSM Design LLC,50,1,4,37,23,0,10
1028740,Herd is Coming,51,0.68627451,Proximity Games,Proximity Games,50,0,1,25,23,350,6
1028750,Ultimate Logic Puzzle Collection,72,0.805555556,Stanley Lam,Stanley Lam,50,1,4,37,23,0,34
1027880,A Dance of Fire and Ice - OST,109,0.95412844,7th Beat Games,indienova,50,0,23,-1,-1,1095,0
1027990,Antenna Dilemma,193,0.948186528,Goloso Games,Goloso Games,50,1,25,23,-1,0,7
1028130,Gamble Fight Plus,148,0.527027027,One Man Army,Eroge Japan,50,0,1,23,-1,3695,62
1028270,theHunter: Call of the Wild™ - Weapon Pack 2,361,0.770083102,Expansive Worlds,Expansive Worlds,50,0,25,28,18,1450,0
1028300,Katana Soul,50,0.96,SEEP,SEEP,50,0,1,25,23,1095,2
1028350,Pupperazzi,388,0.963917526,Sundae Month,Kitfox Games,72,0,1,4,23,7395,70
1027600,Eli Girls,52,0.519230769,Anka,Anka,50,0,25,23,-1,1095,4
1027620,The Language of Love,118,0.957627119,ebi-hime,ebi-hime,50,0,23,28,-1,4395,9
1027820,Hand Simulator: Horror,779,0.722721438,HFM Games,HFM Games,50,0,1,25,23,725,103
1027120,Bravery Network Online,151,0.920529801,GLOAM,GLOAM,50,0,23,3,2,9295,65
1027130,NEKO-NIN exHeart 2 Love +PLUS,113,0.938053097,Whirlpool,Sekai Project,50,0,4,-1,-1,1850,14
1027250,The Alliance Alive HD Remastered,202,0.826732673,FURYU Corporation,"NIS America, Inc.",50,0,3,-1,-1,15995,66
1026680,FINAL FANTASY VIII - REMASTERED,3336,0.692146283,Square Enix,Square Enix,50,0,25,3,-1,6900,3057
1026820,Coloring Game,3687,0.927854624,L. Stotch,L. Stotch,50,1,4,37,23,0,586
1026840,Ultra Fight Da Kyanta 2,888,0.96509009,羽良麻セルフ,,50,1,1,37,23,0,42
1026880,FIREGROUND,60,0.666666667,Xyak-Xyak,Xyak-Xyak,50,0,1,23,29,185,9
1026970,SpaceEngine PRO,59,0.847457627,Cosmographic Software,Cosmographic Software,50,0,4,23,28,22495,-1
1026400,Tamashii,285,0.964912281,Vikintor,Vikintor Interactive,50,0,23,-1,-1,1850,8
1026420,WARSAW,911,0.722283205,Pixelated Milk,Pixelated Milk,62,0,23,3,-1,8295,278
1025960,BURIED STARS,1402,0.857346648,LINE Games Corporation,LINE Games Corporation,50,0,25,4,-1,14995,1071
1026010,Devotion - Original Soundtracks,426,0.575117371,RedCandleGames,,50,0,25,23,-1,0,0
1026100,Stranded Sails - Prologue,117,0.803418803,Alchemist Interactive,rokaplay,50,1,1,25,4,0,58
1026110,Racing Classics: Drag Race Simulator,550,0.756363636,T-Bull,T-Bull,50,1,37,9,28,0,57
1026130,STAB STAB STAB!,80,0.875,Sbug Games,Sbug Games,50,0,1,4,23,1850,15
1026160,Misadventures of Laura Silver,249,0.86746988,Studio Attic Salt,Studio Attic Salt,50,0,25,-1,-1,2950,19
1025240,GLAD VALAKAS TOWER DEFENCE 2,101,0.96039604,Snkl Studio,Snkl Studio,50,0,1,4,23,1030,12
1025250,Shadow Corridor,1546,0.90232859,Space Onigiri Game LLC,Space Onigiri Game LLC,50,0,1,23,-1,2950,248
1025340,Grim Nights - Elven Curse,77,0.714285714,Edym Pixels,,50,0,23,2,-1,1095,1
1025410,Metamorphosis,471,0.864118896,Ovid Works,Ovid Works,69,0,1,25,23,9295,56
1025440,Fantasy General II,1067,0.832239925,Owned by Gravity,Slitherine Ltd.,80,0,2,-1,-1,14995,627
1025460,Rift Racoon,65,0.953846154,Marcos Game Dev,Marcos Game Dev,50,0,1,25,23,1850,3
1025600,Battle Realms: Zen Edition,2677,0.87822189,Ed Del Castillo,Ed Del Castillo,82,0,1,2,70,3695,699
1024800,Femdom Waifu,877,0.688711517,Zee Vital,Zee Vital,50,1,37,23,-1,0,28
1024890,Sector's Edge,3124,0.812740077,Vercidium,Vercidium,50,1,1,37,23,0,1219
1024980,Tornado!,128,0.8203125,Aleksander Vargas,True Nightmare,50,1,25,4,37,0,12
1025070,Hello Lady! -New Division-,303,0.95709571,AKATSUKI-WORKS,HIKARI FIELD,50,0,25,4,-1,5595,43
1025130,Oik Memory 3,69,0.913043478,Crew Lab,Crew Lab,50,0,4,23,28,350,3
1025140,LAMUNATION! -international-,569,0.934973638,White Powder,"Love Lab, Inc.",50,0,25,4,28,4795,94
1025200,The Floor Is Really Cheap Lava,110,0.845454545,Kain Swartzbaugh,Kain Swartzbaugh,50,1,4,37,23,0,10
1024400,Marenian Tavern Story: Patty and the Hungry God,58,0.775862069,"Rideon,Inc.",KEMCO,50,0,25,4,3,7395,49
1024430,Super Arcade Soccer,52,0.557692308,Ruben Alcañiz,Ruben Alcañiz,50,0,23,28,18,1450,4
1024460,Destructive physics,107,0.794392523,KreizLand Games,KreizLand Games,50,0,1,23,28,7395,7
1024480,Immortal Realms: Vampire Wars,491,0.621181263,Palindrome Interactive,Kalypso Media,70,0,1,3,2,11095,413
1024630,Fighters Legacy,66,0.681818182,J.Bowman,Digital Tribe,50,0,1,23,70,3695,4
1024640,AppGameKit Studio,93,0.784946237,TheGameCreators,TheGameCreators,50,0,51,53,54,37495,20
1024650,Port Royale 4,1612,0.582506203,Gaming Minds,Kalypso Media,68,0,28,2,-1,14995,1107
1024770,We Happy Few - We All Fall Down,112,0.875,Compulsion Games,Gearbox Publishing,50,0,1,25,23,4000,-1
1024790,Kare wa Kanojo,60,0.783333333,JMF Games,JMF Games,50,1,37,23,28,0,-1
1023970,Gun Gun Pixies,136,0.698529412,Idea Factory,PQube,50,0,1,-1,-1,18995,24
1023980,V.L.A.D.i.K,488,0.540983607,Narko Games,Narko Games,50,0,1,25,3,2595,13
1024110,MudRunner - Old-timers,160,0.8,Saber Interactive,Focus Entertainment,50,1,28,-1,-1,0,0
1024160,Lord Winklebottom Investigates,122,0.959016393,Cave Monsters,Cave Monsters,50,0,25,23,-1,6995,34
1024380,Second Extinction™,5583,0.70732581,Systemic Reaction™,Systemic Reaction™,50,0,1,70,-1,9295,2037
1023550,Rogue Star Rescue,123,0.93495935,Chute Apps,Chute Apps,50,0,1,25,23,5595,56
1023690,Nurse Love Syndrome,179,0.960893855,KOGADO STUDIO,KOMODO,50,0,25,-1,-1,14995,28
1023700,Palais de Reine,115,0.852173913,KOGADO STUDIO,KOMODO,50,0,25,-1,-1,11095,-1
1023740,7 Sexy Sins,485,0.884536082,Zai Studio,Zai Studio,50,0,1,4,23,725,60
1023750,INVITATION,66,0.666666667,XIV STUDIO,XIV STUDIO,50,0,1,25,23,4795,9
1023870,Northern Lights,59,0.491525424,DimleTeam,DimleTeam,50,0,1,25,23,725,4
1023320,Clown Thug Cop Zombies,131,0.755725191,TWOODY PRODUCTIONS,TWOODY PRODUCTIONS,50,1,1,37,23,0,11
1023370,HENTAI SUPER GIRL,145,0.675862069,Super Girl Game Studio,Super Girl Game Studio,50,0,4,28,-1,350,-1
1022710,Conglomerate 451,218,0.655963303,RuneHeads,Fulqrum Publishing,60,0,23,3,-1,7395,85
1022780,Animal Fight Club,276,0.815217391,Marco Amadei,Corvostudio di Amadei Marco,50,0,1,25,23,1850,97
1022830,Steel Division 2 - Back To War Pack,78,0.641025641,Eugen Systems,Eugen Systems,50,0,1,23,28,2499,0
1022850,Dark Deception Complete,1061,0.882186616,Glowstick Entertainment,Glowstick Entertainment,50,0,1,25,23,7395,-1
1022450,War Selection,17831,0.866075935,Glyph Worlds,Glyph Worlds,50,1,37,23,29,0,1984
1022480,KAMIKO,156,0.865384615,SKIPMORE,Flyhigh Works,50,0,1,25,-1,1850,11
1022230,Magic Borderless,135,0.651851852,Studio Christmas,Studio Christmas,50,0,57,-1,-1,1095,89
1022310,Warhammer Underworlds - Shadespire Edition,1527,0.624099542,Steel Sky Productions,Steel Sky Productions,50,0,4,2,-1,11095,782
1021670,机退怪兽,291,0.64604811,Doble Punch Games,Surefire.Games,50,0,25,4,23,4095,293
1021690,Game Studio Simulator,180,0.811111111,FunLab骆驼,WhiteLakeStudio,50,0,4,23,28,725,107
1021770,Wanba Warriors,2243,0.911725368,Wanba Studio,BD Games,50,0,1,23,-1,740,349
1021780,The Region,54,0.240740741,Black Snake Games,Black Snake Games,50,0,1,25,23,219,5
1021790,Arma 3 Contact,1674,0.686379928,Bohemia Interactive,Bohemia Interactive,50,0,1,28,2,9995,0
1021800,妙连千军 Million Dungeon,281,0.701067616,TallRoad Studio,"Boke Technology Co., Ltd",50,0,25,4,23,4795,196
1021850,Blood Memery,92,0.891304348,CCYY,CCYY,50,0,25,23,3,1095,5
1021940,Space Warfare,73,0.575342466,Little Stories,Little Stories,50,1,4,37,23,0,9
1021950,When the Darkness comes,7991,0.923413841,Sirhaian,Sirhaian,50,1,25,37,23,0,675
1020940,Owyn's Adventure,52,0.980769231,Gazoid,Gazoid,50,0,1,25,23,725,4
1021070,Spaceland,369,0.766937669,Tortuga Team,Tortuga Team,50,0,25,23,3,5595,128
1021100,Aircraft Carrier Survival,840,0.625,Creative Storm Entertainment,CreativeForge Games,50,0,1,23,2,7395,2342
1021110,House Flipper - Luxury DLC,437,0.791762014,Empyrean,Frozen District,67,0,23,28,-1,5595,0
1021220,The seven deadly seas,52,0.730769231,Maffin,Maffin,50,0,1,25,4,725,7
1020470,Evoland Legendary Edition,1977,0.818411735,Shiro Games,Shiro Unlimited,50,0,1,25,4,7395,276
1020540,CONTRA: ROGUE CORPS,199,0.417085427,Konami Digital Entertainment,Konami Digital Entertainment,50,0,1,-1,-1,14995,28
1020590,Space Pilgrim Academy: Reunion,57,0.964912281,Pilgrim Adventures,GrabTheGames,50,0,25,23,-1,725,14
1020600,Extreme Truck Simulator,57,0.526315789,A Nostru,My Way Games,50,0,4,23,9,369,3
1020640,R.I.C.A,219,0.876712329,Seldom Ludious,Seldom Ludious,50,1,25,37,23,0,43
1020730,Dark Bestiary,474,0.91350211,Qd,Qd,50,0,23,3,-1,4395,219
1020780,DarkStory Online,409,0.672371638,BraveWolf,BraveWolf,50,1,1,25,37,0,189
1020820,KumaKuma Manga Editor,779,0.788189987,KumaKumaManga,SakuraGame,50,0,51,53,59,2195,127
1020270,Demon Hunter 5: Ascendance,184,0.875,Brave Giant LTD,Artifex Mundi,50,0,25,4,-1,5595,-1
1020330,Khan VS Kahn,262,0.603053435,Black Potion,Black Potion,50,0,4,23,2,350,50
1020340,AUDICA: Rhythm Shooter,571,0.847635727,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc",77,0,1,23,-1,10443,272
1020410,Narco Strike,64,0.5625,Free Initiative Games,Free Initiative Games,50,1,1,25,23,0,4
1019920,Gensokyo Defenders,116,0.931034483,Neetpia,Phoenixx Inc.,50,0,1,2,-1,7395,58
1019930,Dark Deception Chapter 3,223,0.838565022,Glowstick Entertainment,Glowstick Entertainment,50,0,1,25,23,2595,0
1019931,Dark Deception Chapter 4,272,0.746323529,Glowstick Entertainment,,50,0,1,25,23,2595,0
1019940,Race for Tuning,487,0.706365503,A. Strazhev,A. Strazhev,50,0,23,29,9,1850,48
1019340,7776 II: Dwarven Greed,59,0.779661017,Miltocoal,Miltocoal,50,1,4,37,23,0,4
