appid,name,total_reviews,positive_reviews_percent,developer,publisher,metacritic_score,is_free,genre1,genre2,genre3,price,peak
745500,Pixel Space Battles,70,0.357142857,"Nikita ""Ghost_RUS""",Ghost_RUS Games,50,0,1,4,23,350,2
745510,Fidget Spinner In Space,91,0.758241758,"Nikita ""Ghost_RUS""",Ghost_RUS Games,50,0,25,4,23,350,3
745560,Overclocked,323,0.925696594,Magnesium Ninja,Magnesium Ninja,50,1,1,37,23,0,311
744800,Banyu Lintar Angin - Little Storm -,735,0.961904762,Mojiken,Toge Productions,50,1,4,37,23,0,7
744810,A Raven Monologue,2424,0.946782178,Mojiken,Toge Productions,50,1,4,37,23,0,70
744840,Rainbow Six Siege - Year 3 Pass,3403,0.836027035,Ubisoft Montreal,,50,0,1,-1,-1,0,1
744900,Dead Frontier 2,22422,0.712336098,Creaky Corpse Ltd,Creaky Corpse Ltd,50,1,1,37,23,0,10009
744950,Arma 3 Tac-Ops Mission Pack,501,0.536926148,Bohemia Interactive,Bohemia Interactive,50,0,1,28,2,2195,1
744980,Super Club Soccer,112,0.651785714,Trick27 Studios Limited,Trick27 Studios Limited,50,1,37,29,18,0,46
745000,Card Crawl,170,0.752941176,Arnold Rauers,Arnold Rauers,50,0,4,23,3,1095,25
745010,Mechanic Miner,188,0.617021277,Hello John,Hello John,50,0,1,25,23,7395,149
745030,Squarism,64,0.921875,KirUn,KirUn,50,0,4,23,-1,1095,3
744260,Legend of Homebody,414,0.821256039,疯王子,CrazyPrince,50,0,4,23,28,1536,373
744270,Rise of Ages,195,0.466666667,Anguis Game Studio,99Gamers Digital,50,0,1,25,23,6295,34
744340,Warspear Online: Welcome Pack ,101,0.841584158,AIGRIND,AIGRIND,50,1,37,29,3,0,0
744400,TRATEL64,135,0.748148148,HOGWILDMURDER,HOGWILDMURDER,50,1,25,37,23,0,12
744420,Adventures Of Pipi,237,0.751054852,"Nikita ""Ghost_RUS""",Ghost_RUS Games,50,0,25,4,23,350,4
744430,Deep GachiGASM,129,0.759689922,"Nikita ""Ghost_RUS""",Ghost_RUS Games,50,0,71,72,1,725,4
744520,NEKO-NIN exHeart +PLUS Nachi,254,0.940944882,Whirlpool,Sekai Project,50,0,1,4,23,725,14
744570,Substance Painter 2018,204,0.852941176,Allegorithmic,Allegorithmic,50,0,51,53,-1,0,250
744050,Space Invaders Extreme,198,0.924242424,TAITO CORP.,KOMODO,79,0,1,-1,-1,7395,36
744190,Rusty Lake Paradise,3933,0.949656751,Rusty Lake,Rusty Lake,50,0,25,23,-1,1450,1124
744220,AI Dummy,64,0.390625,Narko Games,Narko Games,50,0,1,25,4,725,2
743770,Stockwrk7,101,0.663366337,GudeAndi,GudeAndi,50,1,25,37,-1,0,391
743830,SuperTrucks Offroad,54,0.685185185,Meltdown Interactive Media,Meltdown Interactive Media,50,0,1,23,9,3695,13
743860,Wild West Online,939,0.287539936,WWO Partners Ltd,WWO Partners Ltd,29,0,1,23,29,0,559
743890,Mega Man X Legacy Collection,3036,0.767786561,"CAPCOM CO., LTD","CAPCOM CO., LTD",50,0,1,-1,-1,9600,818
743900,Mega Man X Legacy Collection 2,1535,0.771335505,"CAPCOM CO., LTD","CAPCOM CO., LTD",50,0,1,-1,-1,9600,332
743350,Slay.one,136,0.566176471,"Beijing AMPBox Technology Co., Ltd.",Slay.one,50,0,1,-1,-1,3695,236
743370,Soccer Manager 2018,433,0.683602771,Soccer Manager Ltd,Soccer Manager Ltd,50,0,18,-1,-1,0,507
743390,DISTRAINT 2,3411,0.959542656,Jesse Makkonen,Jesse Makkonen,50,0,25,4,23,560,87
743580,CARRUMBLE,144,0.597222222,3DClouds,3DClouds,50,1,1,4,37,0,32
743640,Achievement Clicker,2533,0.819581524,OfficialAndy,MGG Studio,50,0,1,25,4,350,49
742900,Sleeping Dawn,71,0.676056338,Effimera Studio,Effimera Studio,50,0,1,25,23,2950,23
742970,Oraxum Trials,61,0.68852459,Prajna Concepts,Prajna Concepts,50,1,4,37,23,0,94
743130,MewnBase,1105,0.943891403,Cairn4,Cairn4,50,0,4,23,28,3695,96
743190,Zap Zap Zombie Cats,62,0.596774194,Hang Time Studios,Hang Time Studios,50,1,1,4,37,0,15
742480,The Big Journey,314,0.878980892,Catfishbox,Hook Games,50,0,25,4,23,1850,24
742490,Nonogram - The Greatest Painter,275,0.894545455,Konstructors,Hook Games,50,0,4,23,2,1095,22
742500,Nonogram - Master's Legacy,367,0.85013624,Konstructors,Hook Games,50,1,4,37,23,0,39
742520,Astrologaster,387,0.956072351,Nyamyam,Nyamyam,74,0,25,4,23,3695,30
742700,Empire Deluxe Combined Edition,119,0.899159664,Killer Bee Software,Killer Bee Software,50,0,23,2,-1,7395,70
741990,Wild Animal Sports Day,287,0.916376307,Paul Bird,Marjupi Games,50,0,1,4,23,1850,18
742120,DRAGON QUEST® XI: Echoes of an Elusive Age™,8714,0.858847831,Square Enix,Square Enix,50,0,3,-1,-1,0,11702
742150,Heart of the House,59,0.949152542,Choice of Games,Choice of Games,50,0,25,23,3,2595,31
742170,Dr. Frank's Build a Boyfriend,261,0.881226054,Heiden,Visual Wordplay,50,1,72,37,23,0,36
742250,OPUS: Rocket of Whispers,1302,0.920890937,SIGONO INC.,SIGONO INC.,50,0,25,23,-1,5595,51
742300,Mega Man 11,3847,0.909799844,"CAPCOM CO., LTD.","CAPCOM CO., LTD.",50,0,1,-1,-1,14400,1605
741590,Hex Commander: Fantasy Heroes,262,0.759541985,Home Net Games,Home Net Games,50,1,37,23,2,0,169
741820,Prey: Typhon Hunter,737,0.318860244,Arkane Studios,Bethesda Softworks,75,0,1,-1,-1,9999,118
741140,Baldr Sky,1109,0.95852119,GIGA,Sekai Project,50,0,1,25,3,18995,185
741150,ArtPose Pro,243,0.806584362,Artware Studio,Artware Studio,50,0,72,53,-1,3695,53
741250,The Sand Man,211,0.947867299,Uri Games,PLAYISM,50,0,25,4,23,1095,12
741260,Mobile Empire,1479,0.551724138,Shanghai huan zhen Info Tech Ltd,XD,50,0,4,23,28,1450,1584
741320,The Song of Terminus  終焉的迴響:護界者之歌,66,0.53030303,拉貢拉斯找金粒,拉貢拉斯找金粒,50,1,1,37,23,0,17
741350,Titan Quest: Ragnarök,1139,0.763827919,Pieces Interactive,THQ Nordic,50,0,1,3,-1,7395,0
741400,Wands,74,0.527027027,Cortopia Studios,Beyond Frames,50,0,1,2,-1,7395,23
741430,Titanic VR,251,0.820717131,Immersive VR Education Ltd,Immersive VR Education Ltd,50,0,1,28,-1,7395,63
741440,S.K.I.L.L. - Special Force 2 - Welcome Pack,75,0.76,"Dragonfly GF Co., LTD",,50,0,1,25,37,0,0
741450,Immortal Heroes,106,0.311320755,azimuth team,azimuth team,50,0,25,4,23,350,7
741490,Atlantis VR,56,0.375,MMEU,Forever Entertainment S. A.,50,0,4,28,-1,725,-1
741500,"John, The Zombie",224,0.589285714,Minimal Lab,Minimal Lab,50,0,1,23,28,3695,10
741510,The Hong Kong Massacre,995,0.771859296,VRESKI,Untold Tales,68,0,1,23,-1,7395,263
740790,Goldmine,373,0.297587131,Alaric von Teplitz,Alaric von Teplitz,50,0,4,23,28,350,52
740810,Pleasure Puzzle:Workshop,202,0.896039604,冷笑黑妖,冷笑黑妖,50,0,4,23,28,98,12
740960,The Adventures of Fei Duanmu: Unethical Love 端木斐异闻录：非人之恋,122,0.926229508,致意,致意,50,0,25,23,-1,1095,0
741120,Solar System,50,0.4,RewindApp,RewindApp,50,0,4,23,-1,350,3
740260,Crimson Imprint plus -Nonexistent Christmas-,1986,0.936555891,Hollowings,Hollowings,50,0,25,4,23,725,179
740270,MusicWave,61,0.639344262,Stephen Joseph,PUREHEART,50,1,1,4,37,0,7
740290,Irony Of Nightmare,624,0.894230769,Steppe Hare Studio,Steppe Hare Studio,50,0,23,70,-1,350,15
740410,Puzzle Chambers,88,0.818181818,Entertainment Forge,GrabTheGames,50,0,23,-1,-1,1095,7
740470,Echoed World,558,0.756272401,Team DOTS,Team DOTS,50,1,1,25,37,0,67
740550,Record of Agarest War Mariage,140,0.635714286,Idea Factory,"Idea Factory International, Inc.",50,0,3,2,-1,5595,63
740570,illie,128,0.8359375,NedoStudio,NedoStudio,50,0,4,23,-1,1450,6
740600,Gachimuchi,124,0.60483871,Volha, Volha,50,0,71,72,73,725,6
739980,Let`s not stay friends,276,0.797101449,Violet Feature,Vorobushek,50,0,4,23,-1,2195,68
739990,Lucky Panda,109,0.431192661,TSS Studio,OnBlind,50,0,25,4,23,629,7
740040,Play With Gilbert - Remake,124,0.903225806,Joure Visser,Joure Visser,50,0,25,4,23,1847,9
740080,Deadly Days,1227,0.874490628,Pixelsplit,Assemble Entertainment,50,0,1,4,23,879,447
740090,Lost Grimoires 3: The Forgotten Well,159,0.798742138,World-Loom,Artifex Mundi,50,0,25,4,-1,5595,19
740141,DRAGON BALL XENOVERSE 2 - Extra Pass,58,0.810344828,QLOC,BANDAI NAMCO Entertainment,50,0,1,25,4,11095,0
740143,DRAGON BALL XENOVERSE 2 - Extra DLC Pack 4 ,124,0.661290323,QLOC,BANDAI NAMCO Entertainment,50,0,1,25,4,2950,0
740200,The Mercury Man,579,0.832469775,Mehsoft,Mehsoft,50,0,1,25,4,1450,289
740230,Just Ski,164,0.87804878,Jeff Weber,Jeff Weber,50,1,1,23,28,0,19
740240,Snake Eyes Dungeon,71,0.535211268,Tetabester,GrabTheGames,50,0,4,2,-1,1850,6
740250,Neos VR,1792,0.828683036,Frooxius,Solirax,50,1,37,23,29,0,1371
739581,Friday the 13: The Game - Jason Part 7 Machete Kill Pack,113,0.89380531,IllFonic,Gun Media,50,0,73,74,1,350,0
739650,Drake Hollow,1525,0.784918033,The Molasses Flood,CD PROJEKT RED,50,0,1,25,23,11095,767
739690,Now Man Flies,66,0.727272727,Epic Fire,DNB Media,50,0,4,23,28,350,11
739720,Penkura,58,0.896551724,Lionsart,Lionsart,50,0,1,23,3,5195,7
739210,My Coloring Book: Transport,60,0.916666667,For Kids,For Kids,50,0,4,23,-1,350,5
739260,Golden Hornet,165,0.933333333,Hijong Park,PsychoFlux Entertainment,50,0,1,37,23,350,-1
739281,DRAGON BALL XENOVERSE 2 - Extra DLC Pack 1,81,0.580246914,QLOC,BANDAI NAMCO Entertainment,50,0,1,25,4,3500,0
739282,DRAGON BALL XENOVERSE 2 - Extra DLC Pack 2,242,0.805785124,QLOC,BANDAI NAMCO Entertainment,50,0,1,25,4,3695,0
739540,Break the Game,613,0.753670473,Simon Fredholm,Simon Fredholm,50,0,25,23,-1,3695,153
738840,Brutal Alice  -The Handred Day's War-,145,0.875862069,KoromoSoft,KoromoSoft,50,1,25,37,3,0,33
738880,Pain of War,79,0.582278481,Free Initiative Games,Free Initiative Games,50,1,1,25,-1,0,11
738920,Sexy Serial Killer,226,0.588495575,Disturbing Excitement,Disturbing Excitement,50,0,72,73,74,1095,7
739050,Deck Casters,116,0.905172414,Rock Nano Global,Rock Nano Global,50,0,23,2,-1,5895,13
739080,9 Monkeys of Shaolin,691,0.86975398,Sobaka Studio,ESDigital Games,71,0,1,25,23,7499,158
739130,The Executioner,361,0.67867036,Lesser Evil Games,Lesser Evil Games,50,0,25,23,3,3695,173
738470,God Of Thunder,81,0.962962963,RDavis,RDavis,50,1,1,25,23,0,4
738510,メモリーズオフ-Innocent Fille-,942,0.902335456,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",50,0,25,-1,-1,14995,266
738520,Breathedge,13073,0.836533313,RedRuins Softworks,HypeTrain Digital,71,0,1,25,23,9295,6800
738530,New Gundam Breaker,2199,0.437471578,"CRAFTS & MEISTER Co., Ltd.",BANDAI NAMCO Entertainment,50,0,1,-1,-1,19000,406
738540,Tales of Vesperia: Definitive Edition,3734,0.823513658,QLOC,BANDAI NAMCO Entertainment,80,0,3,-1,-1,15000,3424
738550,Spike Volleyball,386,0.525906736,Black Sheep Studio,Nacon,50,0,18,-1,-1,7395,45
738610,Train Station Simulator,254,0.578740157,Appliks Apps Studios,Appliks Apps Studios,50,0,23,28,2,5195,44
738650,Seers Isle,157,0.936305732,Nova-box,Nova-box,50,0,23,-1,-1,5195,35
738020,ELMIA,92,0.739130435,AECRNIA,AnelaGamesStudio,50,0,1,4,23,3695,9
738060,Freddy Fazbear's Pizzeria Simulator,23930,0.940409528,Scott Cawthon,Scott Cawthon,50,1,37,23,28,0,6427
738270,Ciel Fledge: A Daughter Raising Simulator,105,0.761904762,Studio Namaapa,PQube,50,0,23,28,-1,3695,51
737520,Flynn: Son of Crimson,415,0.840963855,Studio Thunderhorse,Humble Games,81,0,1,25,23,7395,114
737530,I'm Lost,61,0.31147541,Donbass Games,Donbass Games,50,0,25,23,-1,350,3
737710,the Melody of Iris,115,0.92173913,Gloria Works,Gloria Works,50,0,25,4,23,11095,48
737810,Fluffy Friends 2,63,0.476190476,For Kids,For Kids,50,0,4,23,-1,725,10
737870,Conduct DELUXE!,169,0.852071006,Northplay,Northplay,50,0,1,23,-1,3695,23
737890,Catastronauts,192,0.697916667,Inertia Game Studios, Inertia Game Studios,50,0,1,4,23,5895,35
737990,Friday the 13th: The Game - Jason Part 4 Pig Splitter Kill Pack,151,0.768211921,IllFonic,,50,0,73,74,1,350,0
738000,Achievement Lurker: Respectable Accomplishment,111,0.774774775,Perverse Games,Perverse Games,50,0,3,-1,-1,725,9
737040,Warhammer: Vermintide 2 - Collector's Edition,555,0.623423423,Fatshark,Fatshark,50,0,1,23,-1,1179,1
737270,Rising Storm 2: Vietnam - Pulling Rank Cosmetic DLC,102,0.931372549,Antimatter Games,Tripwire Interactive,50,0,73,74,1,973,0
737272,Rising Storm 2: Vietnam - Personalized Touch Cosmetic DLC,54,0.907407407,Antimatter Games,Tripwire Interactive,50,0,73,74,1,1398,0
736570,The Crooked Man,759,0.926218709,Uri Games,PLAYISM,50,0,25,4,23,1095,22
736590,Operation: Harsh Doorstop,6279,0.680044593,Drakeling Labs,Drakeling Labs,50,1,1,4,37,0,1699
736720,BAAM SQUAD,92,0.869565217,5minlab,5minlab,50,0,1,70,-1,5595,117
736810,The Raven Remastered,287,0.818815331,KING Art,THQ Nordic,50,0,25,-1,-1,7395,38
736840,aMAZE Double,153,0.751633987,Blender Games,Blender Games,50,0,25,4,23,725,4
736850,We. The Revolution,1762,0.779795687,Polyslash,Klabater,75,0,2,-1,-1,1848,812
736860,Around the World in 80 days,170,0.694117647,Crisp App Studio,Crisp App Studio,50,0,25,4,23,999,17
736930,Delicious - Moms vs Dads,73,0.684931507,GameHouse,GameHouse,50,0,25,4,23,4795,49
736100,COLDTV,70,1,Creability,,50,0,23,-1,-1,725,0
736110,Deep Sorrow,71,0.549295775,QuickSave,SA Industry,50,0,25,23,-1,329,3
736190,Chinese Parents,22682,0.918878406,墨鱼玩游戏,墨鱼玩游戏,50,0,4,23,3,3695,32527
736220,Post Scriptum,19742,0.760611893,Periscope Games,Offworld Industries,50,0,1,23,29,10800,7732
736250,Amberskull,71,0.901408451,Charlie Behan,Charlie Behan,50,0,73,1,23,1850,4
736260,Baba Is You,17979,0.98008788,Hempuli Oy,Hempuli Oy,87,0,23,-1,-1,5595,1493
736430,Clicker bAdventure,84,0.285714286,Luminark,Luminark,50,0,1,25,23,1095,26
735730,Darkest Dungeon®: The Color of Madness,844,0.720379147,Red Hook Studios,Red Hook Studios,50,0,23,3,2,1850,0
735850,Trailer Park Boys: Greasy Money,1266,0.812006319,East Side Games,East Side Games,50,1,4,37,23,0,1111
735290,Genesis Noir,1432,0.796787709,Feral Cat Den,Fellow Traveller,77,0,25,-1,-1,5595,85
735350,Bottle: Pilgrim Redux,207,0.777777778,Tonguç Bodur,Tonguç Bodur,50,0,25,4,-1,435,19
735360,Driver Booster 5 for Steam,927,0.799352751,IObit,IObit,50,1,57,-1,-1,0,143
735410,Task is to Survive,55,0.509090909,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,50,0,23,-1,-1,1450,2
735420,Total War: WARHAMMER II - Tretch Craventail,314,0.770700637,CREATIVE ASSEMBLY,SEGA,50,1,1,2,-1,0,0
735450,Ninja Way,137,0.693430657,Bullid Games,Bullid Games,50,0,4,23,-1,725,21
735500,Creepy Road,135,0.696296296,Groovy Milk,Groovy Milk,58,0,1,25,23,3695,15
735510,Next Day: Survival OST,52,0.903846154,SOFF Games,Last Level,50,0,1,23,3,350,-1
735570,Project Rhombus,1386,0.924242424,SEROSOO,PsychoFlux Entertainment,50,0,1,4,37,350,118
735580,11-11 Memories Retold,1647,0.863387978,Aardman Animations,BANDAI NAMCO Entertainment Europe,50,0,25,4,-1,8900,266
735600,BANZAI ROYALE,79,0.898734177,Brimstone,Brimstone ,50,0,1,23,-1,2195,24
734900,Chemically Bonded,62,0.903225806,ds-sans,ds-sans,50,0,25,4,23,3695,11
734910,Eternal Hour: Golden Hour,819,0.898656899,Seventh Heart Studios,Sekai Project,50,1,25,4,37,0,36
734920,MEANDERS,406,0.928571429,ATOMIC BREATH,ATOMIC BREATH,50,0,1,25,4,995,30
734980,Prosperity,94,0.79787234,Persera Software Inc.,Persera Software Inc.,50,0,4,23,28,3695,27
735000,Friday the 13th: The Game - Halloween Clothing Pack,234,0.944444444,"IllFonic, LLC.",Gun Media,50,0,73,74,1,350,0
735280,EMERGENCY 20,1536,0.839192708,Sixteen Tons Entertainment,Sixteen Tons Entertainment,50,0,28,2,-1,11095,754
734430,If My Heart Had Wings - Chinese Language,109,0.724770642,MoeNovel,MoeNovel,50,1,25,4,28,0,0
734440,Black Moon 黑月,68,0.867647059,理想乡开拓者,理想乡开拓者,50,0,25,4,23,350,4
734510,Worshippers,100,0.78,Brainwashing Games,Brainwashing Games,50,0,3,2,-1,3695,20
734550,Wheel Riders Online OBT,253,0.260869565,Raum Studio,Raum Studio,50,1,1,37,29,0,72
734570,Bitcoin Tycoon - Mining Simulation Game,93,0.580645161,99 Game Studio,99 Game Studio,50,0,4,23,28,3695,30
734580,BattleRush,2873,0.686738601,TB Games,TB Games,50,1,1,25,37,0,439
734590,Civil Warfare: Another Bullet In The War,128,0.3515625,Mental Zone Digital Game Studios,Mental Zone Digital Game Studios,50,0,73,74,1,350,19
734750,PickCrafter,5872,0.865463215,Fiveamp,Fiveamp,50,1,25,4,37,0,1809
734830,"Pillars of Eternity II: Deadfire - Seeker, Slayer, Survivor",145,0.537931034,Obsidian Entertainment,Versus Evil,50,0,3,-1,-1,3695,0
734070,Pillars of Eternity - Deadfire Pack,94,0.946808511,Obsidian Entertainment,Paradox Interactive,50,1,3,-1,-1,14076,0
734120,Bonbon,193,0.70984456,Aetheric Games,Pixeljam,50,0,25,23,-1,1095,6
734282,Fighter Pack 2,63,0.412698413,NetherRealm Studios,WB Games,50,0,1,-1,-1,7200,0
734290,World Warfare,168,0.619047619,JoyCrafter,WisJoy,50,1,37,23,29,0,215
734330,Ultimate Coaster X,191,0.869109948,Phony Game Studios,Phony Game Studios,50,1,28,70,-1,0,42
734400,Tricolour Lovestory OST,256,0.8046875,HL-Galgame,SakuraGame,50,0,72,25,4,725,1
733740,Sakura Cupid,269,0.907063197,Winged Cloud,Winged Cloud,50,0,28,-1,-1,3695,40
733790,Not Tonight,1994,0.843530592,PanicBarn,No More Robots,71,0,25,3,28,7395,468
733800,Frosty Nights,208,0.769230769,Barry McCabe,Clockwork Wolf,50,0,1,23,2,1850,121
733820,Highrisers,117,0.393162393,Solar Powered Games,Assemble Entertainment,50,0,25,23,3,519,24
733990,I Can't Believe It's Not Gambling GOTY Edition,1534,0.920469361,Mutant Entertainment Studios,Mutant Entertainment Studios,50,0,4,28,-1,350,342
734020,Legendary DXP,88,0.534090909,SkyReacher Entertainment,The Upper Deck Company,50,1,4,-1,-1,0,24
733090,Mustache Politics Shooter,71,0.718309859,Tero Lunkka,Tero Lunkka,50,0,1,4,23,105,-1
733110,8-Bit Adventures 2,129,0.953488372,Critical Games,Critical Games,87,0,25,23,3,7395,57
733140,ENDLESS™ Space 2 - Vaulters,197,0.939086294,AMPLITUDE Studios,SEGA,50,0,2,-1,-1,4499,-1
733210,Neversong,822,0.877128954,Atmos Games,Serenity Forge,50,0,1,25,4,5595,103
733250,Mover,60,0.716666667,Hont,Hont,50,0,1,4,23,350,10
733300,My Big Sister,545,0.930275229,Stranga,GrabTheGames,50,0,25,23,-1,995,86
733340,Hakuoki: Edo Blossoms,755,0.962913907,Idea Factory,Idea Factory International,50,0,25,-1,-1,3695,114
733460,First Feudal,492,0.74796748,Harpoon Games,Harpoon Games,50,0,23,2,-1,7395,135
733480,Flora,201,0.726368159,The Game Bakery,The Game Bakery,50,1,25,37,23,0,49
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,9812,0.965450469,Steel Wool Studios,ScottGames,50,0,1,4,-1,11095,844
732730,War Trigger 2,897,0.546265329,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",50,1,1,25,37,0,276
732930,Wunderling,132,0.931818182,Bitwave Games,Bitwave Games,50,0,1,25,23,5035,13
733050,Lines Infinite,482,0.914937759,Konstructors,Hook Games,50,0,4,23,2,350,18
733070,Sudoku Universe,2313,0.956333766,Konstructors,Hook Games,50,0,4,23,2,725,230
732160,The Wild Age,295,0.66440678,McMagic Productions,McMagic Productions,50,0,4,23,28,4795,48
732240,Spacebourne,693,0.784992785,Burak Dabak,Burak Dabak,50,0,23,3,28,5595,192
732360,Mercury Blue: Mini Episode,106,0.867924528,Turbo Chimp,Turbo Chimp,50,1,1,25,37,0,28
731720,DOOMED,144,0.569444444,Bloody Pixel,Bloody Pixel,50,0,1,25,23,185,3
731770,Flightless Classic,363,0.909090909,Bristol Street Studios,Bristol Street Studios,50,1,25,37,23,0,24
731880,Remaya Idle,84,0.630952381,Wurrad,Wurrad,50,0,1,23,3,1095,196
731910,JumpSky,111,0.531531532,none,none,50,0,4,-1,-1,0,-1
731920,Government Simulator,172,0.459302326,Ambiera,Ambiera,50,0,23,28,2,3695,147
731940,Bars and Balance,76,0.868421053,Mykhail Konokh,Mykhail Konokh,50,0,4,23,-1,725,3
732050,Voxel Tycoon,1433,0.839497558,Voxel Tycoon,Voxel Tycoon,50,0,23,28,2,9295,1712
732060,The Monk and the Warrior. The Heart of the King.,51,0.352941176,Paper Pirates,Paper Pirates,50,0,1,25,3,1450,5
732090,Dragon Perception,51,0.294117647,ARGames,Metal Fox,50,0,25,23,-1,350,4
731490,Crash Bandicoot™ N. Sane Trilogy,15074,0.927491044,Vicarious Visions,Activision,50,0,1,-1,-1,19300,3742
731590,Midnight Ultra,85,0.647058824,Forward Instinct,Forward Instinct,50,0,1,23,-1,1095,5
731650,Summer Islands,78,0.769230769,MatthiasMa,MatthiasMa,50,0,23,28,2,5595,11
730920,Super Skelemania,87,0.931034483,Ben Allen,Ben Allen,50,0,1,23,-1,1850,7
731180,Coffee Run,108,0.768518519,Andrew Rodenhiser,Andrew Rodenhiser,50,1,1,4,37,0,13
731230,Snake: Road to apple,100,0.57,ANV Team,ANV Team,50,0,1,-1,-1,350,16
731250,ExoTanks,178,0.685393258,Digital Universe,Digital Universe,50,1,1,37,29,0,26
730550,Kanova,61,0.754098361,Foundry,Foundry,50,1,51,70,-1,0,20
730614,Fishing Planet: Golden Dragon Pack,54,0.796296296,Fishing Planet LLC,Fishing Planet LLC,50,0,37,29,28,11095,0
730620,Hammer 2,312,0.881410256,RewindApp,RewindApp,50,0,1,25,4,1850,9
730720,Cyberdimension Neptunia: 4 Goddesses Online - Deluxe Pack,100,0.96,IDEA FACTORY,Idea Factory International,50,0,3,-1,-1,3695,0
730820,The Curse of Monkey Island,2174,0.975160994,LucasArts,LucasArts,89,0,25,-1,-1,2595,374
730830,Escape from Monkey Island™,520,0.578846154,LucasArts,Lucasfilm,86,0,25,-1,-1,2595,54
730840,Burger Shop,193,0.989637306,GoBit Games,GoBit Games,50,0,1,4,28,2595,18
730870,Burger Shop 2,262,0.977099237,GoBit Games,GoBit Games,50,0,1,4,28,2595,43
730220,Trivia Vault: Video Game Trivia Deluxe,87,0.482758621,Ripknot Systems,Ripknot Systems,50,0,4,-1,-1,5699,2
730260,OMSI 2 Add-on Hamburger Buspaket,163,0.865030675,Darius Bode,Aerosoft GmbH,50,0,28,-1,-1,3695,0
730261,OMSI 2 Add-On München City,105,0.523809524,Olgu Cerit,Aerosoft GmbH,50,0,28,-1,-1,9295,0
730262,OMSI 2 Add-On Wuppertal,150,0.493333333,Kevin Nitschmann,Aerosoft GmbH,50,0,28,-1,-1,9295,0
